Tmu         ,Code,TriNo,Comnt,Time,Time_Diff,Trig_to_256,"Start=1, Stop=2",Manual_triggers,Sound_Triggers,,time_bw_triggers,,,,,,,total=750
1594572266,1,2,Trig. 2                                 ,1594.572266,0.19336,,,2,,,,,,,,,,
1594582031,1,14,Trig. 14                                ,1594.582031,0.009765,,,,,,,,,,,,,
1594728516,1,4096,Trig. 4096                              ,1594.728516,0.146485,,,,,,,,,,,,,
1594746094,1,4,Trig. 4                                 ,1594.746094,0.017578,,,4,,,,,,,,,,
1595281250,1,252,Trig. 252                               ,1595.28125,0.535156,,1,,,,,,,,,,,
1595298828,1,7,Trig. 7                                 ,1595.298828,0.017578,0.017578,,7,1,,,,,,,,,
1595380859,1,256,Trig. 256                               ,1595.380859,0.082031,,,,,,,,,,,,,
1595468750,1,256,Trig. 256                               ,1595.46875,0.087891,,,,,,,,,,,,,
1595556641,1,256,Trig. 256                               ,1595.556641,0.087891,,,,,,,,,,,,,
1595644531,1,256,Trig. 256                               ,1595.644531,0.08789,,,,,,,,,,,,,
1595732422,1,256,Trig. 256                               ,1595.732422,0.087891,,,,,,,,,,,,,
1595818359,1,256,Trig. 256                               ,1595.818359,0.085937,,,,,,,,,,,,,
1595990234,1,8,Trig. 8                                 ,1595.990234,0.171875,0.171875,,8,2,,,,,,,,,
1596078125,1,256,Trig. 256                               ,1596.078125,0.087891,,,,,,,,,,,,,
1596160156,1,256,Trig. 256                               ,1596.160156,0.082031,,,,,,,,,,,,,
1596253906,1,256,Trig. 256                               ,1596.253906,0.09375,,,,,,,,,,,,,
1596339844,1,256,Trig. 256                               ,1596.339844,0.085938,,,,,,,,,,,,,
1596427734,1,256,Trig. 256                               ,1596.427734,0.08789,,,,,,,,,,,,,
1596505859,1,256,Trig. 256                               ,1596.505859,0.078125,,,,,,,,,,,,,
1596509766,1,256,Trig. 256                               ,1596.509766,0.003907,,,,,,,,,,,,,
1596515625,1,256,Trig. 256                               ,1596.515625,0.005859,,,,,,,,,,,,,
1596693359,1,9,Trig. 9                                 ,1596.693359,0.177734,,,9,3,,,,,,,,,
1596701172,1,14,Trig. 14                                ,1596.701172,0.007813,,,,,,,,,,,,,
1596775391,1,256,Trig. 256                               ,1596.775391,0.074219,,,,,,,,,,,,,
1596861328,1,256,Trig. 256                               ,1596.861328,0.085937,,,,,,,,,,,,,
1596951172,1,256,Trig. 256                               ,1596.951172,0.089844,,,,,,,,,,,,,
1597025391,1,256,Trig. 256                               ,1597.025391,0.074219,,,,,,,,,,,,,
1597031250,1,256,Trig. 256                               ,1597.03125,0.005859,,,,,,,,,,,,,
1597037109,1,256,Trig. 256                               ,1597.037109,0.005859,,,,,,,,,,,,,
1597125000,1,256,Trig. 256                               ,1597.125,0.087891,,,,,,,,,,,,,
1597210938,1,256,Trig. 256                               ,1597.210938,0.085938,,,,,,,,,,,,,
1597242188,1,2,Trig. 2                                 ,1597.242188,0.03125,,,2,,,,,,,,,,
1597394531,1,14,Trig. 14                                ,1597.394531,0.152343,,,,,,,,,,,,,
1597398438,1,4096,Trig. 4096                              ,1597.398438,0.003907,,,,,,,,,,,,,
1597421875,1,4,Trig. 4                                 ,1597.421875,0.023437,,,4,,,,,,,,,,
1598093750,1,252,Trig. 252                               ,1598.09375,0.671875,,1,,,,,,,,,,,
1598119141,1,7,Trig. 7                                 ,1598.119141,0.025391,0.025391,,7,1,,,,,,,,,
1598214844,1,256,Trig. 256                               ,1598.214844,0.095703,,,,,,,,,,,,,
1598300781,1,256,Trig. 256                               ,1598.300781,0.085937,,,,,,,,,,,,,
1598390625,1,256,Trig. 256                               ,1598.390625,0.089844,,,,,,,,,,,,,
1598470703,1,256,Trig. 256                               ,1598.470703,0.080078,,,,,,,,,,,,,
1598476563,1,256,Trig. 256                               ,1598.476563,0.00586,,,,,,,,,,,,,
1598564453,1,256,Trig. 256                               ,1598.564453,0.08789,,,,,,,,,,,,,
1598646484,1,256,Trig. 256                               ,1598.646484,0.082031,,,,,,,,,,,,,
1598804688,1,8,Trig. 8                                 ,1598.804688,0.158204,,,8,2,,,,,,,,,
1598814453,1,14,Trig. 14                                ,1598.814453,0.009765,,,,,,,,,,,,,
1598865234,1,256,Trig. 256                               ,1598.865234,0.050781,,,,,,,,,,,,,
1598951172,1,256,Trig. 256                               ,1598.951172,0.085938,,,,,,,,,,,,,
1599041016,1,256,Trig. 256                               ,1599.041016,0.089844,,,,,,,,,,,,,
1599115234,1,256,Trig. 256                               ,1599.115234,0.074218,,,,,,,,,,,,,
1599121094,1,256,Trig. 256                               ,1599.121094,0.00586,,,,,,,,,,,,,
1599126953,1,256,Trig. 256                               ,1599.126953,0.005859,,,,,,,,,,,,,
1599214844,1,256,Trig. 256                               ,1599.214844,0.087891,,,,,,,,,,,,,
1599300781,1,256,Trig. 256                               ,1599.300781,0.085937,,,,,,,,,,,,,
1599505859,1,9,Trig. 9                                 ,1599.505859,0.205078,0.205078,,9,3,,,,,,,,,
1599560547,1,256,Trig. 256                               ,1599.560547,0.054688,,,,,,,,,,,,,
1599638672,1,256,Trig. 256                               ,1599.638672,0.078125,,,,,,,,,,,,,
1599642578,1,256,Trig. 256                               ,1599.642578,0.003906,,,,,,,,,,,,,
1599648438,1,256,Trig. 256                               ,1599.648438,0.00586,,,,,,,,,,,,,
1599738281,1,256,Trig. 256                               ,1599.738281,0.089843,,,,,,,,,,,,,
1599822266,1,256,Trig. 256                               ,1599.822266,0.083985,,,,,,,,,,,,,
1599859375,1,1,Trig. 1                                 ,1599.859375,0.037109,0.037109,,1,,,,,,,,,,
1599912109,1,256,Trig. 256                               ,1599.912109,0.052734,,,,,,,,,,,,,
1599998047,1,256,Trig. 256                               ,1599.998047,0.085938,,,,,,,,,,,,,
1600019531,1,2048,Trig. 2048                              ,1600.019531,0.021484,,,,,,,,,,,,,
1600048828,1,3,Trig. 3                                 ,1600.048828,0.029297,,,3,,,,,,,,,,
1600906250,1,252,Trig. 252                               ,1600.90625,0.857422,,1,,,,,,,,,,,
1600925781,1,7,Trig. 7                                 ,1600.925781,0.019531,0.019531,,7,1,,,,,,,,,
1601000000,1,256,Trig. 256                               ,1601,0.074219,,,,,,,,,,,,,
1601087891,1,256,Trig. 256                               ,1601.087891,0.087891,,,,,,,,,,,,,
1601175781,1,256,Trig. 256                               ,1601.175781,0.08789,,,,,,,,,,,,,
1601263672,1,256,Trig. 256                               ,1601.263672,0.087891,,,,,,,,,,,,,
1601351563,1,256,Trig. 256                               ,1601.351563,0.087891,,,,,,,,,,,,,
1601437500,1,256,Trig. 256                               ,1601.4375,0.085937,,,,,,,,,,,,,
1601615234,1,8,Trig. 8                                 ,1601.615234,0.177734,0.177734,,8,2,,,,,,,,,
1601697266,1,256,Trig. 256                               ,1601.697266,0.082032,,,,,,,,,,,,,
1601779297,1,256,Trig. 256                               ,1601.779297,0.082031,,,,,,,,,,,,,
1601873047,1,256,Trig. 256                               ,1601.873047,0.09375,,,,,,,,,,,,,
1601953125,1,256,Trig. 256                               ,1601.953125,0.080078,,,,,,,,,,,,,
1601958984,1,256,Trig. 256                               ,1601.958984,0.005859,,,,,,,,,,,,,
1602046875,1,256,Trig. 256                               ,1602.046875,0.087891,,,,,,,,,,,,,
1602125000,1,256,Trig. 256                               ,1602.125,0.078125,,,,,,,,,,,,,
1602128906,1,256,Trig. 256                               ,1602.128906,0.003906,,,,,,,,,,,,,
1602134766,1,256,Trig. 256                               ,1602.134766,0.00586,,,,,,,,,,,,,
1602314453,1,9,Trig. 9                                 ,1602.314453,0.179687,,,9,3,,,,,,,,,
1602392578,1,1,Trig. 1                                 ,1602.392578,0.078125,0.078125,,1,,,,,,,,,,
1602394531,1,256,Trig. 256                               ,1602.394531,0.001953,,,,,,,,,,,,,
1602480469,1,256,Trig. 256                               ,1602.480469,0.085938,,,,,,,,,,,,,
1602513672,1,2048,Trig. 2048                              ,1602.513672,0.033203,,,,,,,,,,,,,
1602537109,1,3,Trig. 3                                 ,1602.537109,0.023437,0.023437,,3,,,,,,,,,,
1602570313,1,256,Trig. 256                               ,1602.570313,0.033204,,,,,,,,,,,,,
1602644531,1,256,Trig. 256                               ,1602.644531,0.074218,,,,,,,,,,,,,
1602650391,1,256,Trig. 256                               ,1602.650391,0.00586,,,,,,,,,,,,,
1602656250,1,256,Trig. 256                               ,1602.65625,0.005859,,,,,,,,,,,,,
1602744141,1,256,Trig. 256                               ,1602.744141,0.087891,,,,,,,,,,,,,
1602830078,1,256,Trig. 256                               ,1602.830078,0.085937,,,,,,,,,,,,,
1603714844,1,252,Trig. 252                               ,1603.714844,0.884766,,1,,,,,,,,,,,
1603730469,1,7,Trig. 7                                 ,1603.730469,0.015625,0.015625,,7,1,,,,,,,,,
1603787109,1,256,Trig. 256                               ,1603.787109,0.05664,,,,,,,,,,,,,
1603869141,1,256,Trig. 256                               ,1603.869141,0.082032,,,,,,,,,,,,,
1603962891,1,256,Trig. 256                               ,1603.962891,0.09375,,,,,,,,,,,,,
1604042969,1,256,Trig. 256                               ,1604.042969,0.080078,,,,,,,,,,,,,
1604048828,1,256,Trig. 256                               ,1604.048828,0.005859,,,,,,,,,,,,,
1604136719,1,256,Trig. 256                               ,1604.136719,0.087891,,,,,,,,,,,,,
1604142578,1,256,Trig. 256                               ,1604.142578,0.005859,,,,,,,,,,,,,
1604214844,1,256,Trig. 256                               ,1604.214844,0.072266,,,,,,,,,,,,,
1604218750,1,256,Trig. 256                               ,1604.21875,0.003906,,,,,,,,,,,,,
1604224609,1,256,Trig. 256                               ,1604.224609,0.005859,,,,,,,,,,,,,
1604423828,1,8,Trig. 8                                 ,1604.423828,0.199219,0.199219,,8,2,,,,,,,,,
1604484375,1,256,Trig. 256                               ,1604.484375,0.060547,,,,,,,,,,,,,
1604570313,1,256,Trig. 256                               ,1604.570313,0.085938,,,,,,,,,,,,,
1604660156,1,256,Trig. 256                               ,1604.660156,0.089843,,,,,,,,,,,,,
1604734375,1,256,Trig. 256                               ,1604.734375,0.074219,,,,,,,,,,,,,
1604740234,1,256,Trig. 256                               ,1604.740234,0.005859,,,,,,,,,,,,,
1604746094,1,256,Trig. 256                               ,1604.746094,0.00586,,,,,,,,,,,,,
1604833984,1,256,Trig. 256                               ,1604.833984,0.08789,,,,,,,,,,,,,
1604919922,1,256,Trig. 256                               ,1604.919922,0.085938,,,,,,,,,,,,,
1605126953,1,9,Trig. 9                                 ,1605.126953,0.207031,,,9,3,,,,,,,,,
1605134766,1,14,Trig. 14                                ,1605.134766,0.007813,,,,,,,,,,,,,
1605226563,1,256,Trig. 256                               ,1605.226563,0.091797,,,,,,,,,,,,,
1605308594,1,256,Trig. 256                               ,1605.308594,0.082031,,,,,,,,,,,,,
1605402344,1,256,Trig. 256                               ,1605.402344,0.09375,,,,,,,,,,,,,
1605488281,1,256,Trig. 256                               ,1605.488281,0.085937,,,,,,,,,,,,,
1605574219,1,2,Trig. 2                                 ,1605.574219,0.085938,0.085938,,2,,,,,,,,,,
1605576172,1,256,Trig. 256                               ,1605.576172,0.001953,,,,,,,,,,,,,
1605654297,1,256,Trig. 256                               ,1605.654297,0.078125,,,,,,,,,,,,,
1605658203,1,256,Trig. 256                               ,1605.658203,0.003906,,,,,,,,,,,,,
1605664063,1,256,Trig. 256                               ,1605.664063,0.00586,,,,,,,,,,,,,
1605693359,1,4096,Trig. 4096                              ,1605.693359,0.029296,,,,,,,,,,,,,
1605708984,1,4,Trig. 4                                 ,1605.708984,0.015625,,,4,,,,,,,,,,
1606525391,1,252,Trig. 252                               ,1606.525391,0.816407,,1,,,,,,,,,,,
1606535156,1,7,Trig. 7                                 ,1606.535156,0.009765,0.009765,,7,1,,,,,,,,,
1606619141,1,256,Trig. 256                               ,1606.619141,0.083985,,,,,,,,,,,,,
1606707031,1,256,Trig. 256                               ,1606.707031,0.08789,,,,,,,,,,,,,
1606796875,1,256,Trig. 256                               ,1606.796875,0.089844,,,,,,,,,,,,,
1606880859,1,256,Trig. 256                               ,1606.880859,0.083984,,,,,,,,,,,,,
1606970703,1,256,Trig. 256                               ,1606.970703,0.089844,,,,,,,,,,,,,
1607056641,1,256,Trig. 256                               ,1607.056641,0.085938,,,,,,,,,,,,,
1607234375,1,8,Trig. 8                                 ,1607.234375,0.177734,0.177734,,8,2,,,,,,,,,
1607316406,1,256,Trig. 256                               ,1607.316406,0.082031,,,,,,,,,,,,,
1607398438,1,256,Trig. 256                               ,1607.398438,0.082032,,,,,,,,,,,,,
1607492188,1,256,Trig. 256                               ,1607.492188,0.09375,,,,,,,,,,,,,
1607572266,1,256,Trig. 256                               ,1607.572266,0.080078,,,,,,,,,,,,,
1607578125,1,256,Trig. 256                               ,1607.578125,0.005859,,,,,,,,,,,,,
1607666016,1,256,Trig. 256                               ,1607.666016,0.087891,,,,,,,,,,,,,
1607671875,1,256,Trig. 256                               ,1607.671875,0.005859,,,,,,,,,,,,,
1607744141,1,256,Trig. 256                               ,1607.744141,0.072266,,,,,,,,,,,,,
1607748047,1,256,Trig. 256                               ,1607.748047,0.003906,,,,,,,,,,,,,
1607753906,1,256,Trig. 256                               ,1607.753906,0.005859,,,,,,,,,,,,,
1607935547,1,9,Trig. 9                                 ,1607.935547,0.181641,0.181641,,9,3,,,,,,,,,
1608013672,1,256,Trig. 256                               ,1608.013672,0.078125,,,,,,,,,,,,,
1608099609,1,256,Trig. 256                               ,1608.099609,0.085937,,,,,,,,,,,,,
1608189453,1,256,Trig. 256                               ,1608.189453,0.089844,,,,,,,,,,,,,
1608263672,1,256,Trig. 256                               ,1608.263672,0.074219,,,,,,,,,,,,,
1608269531,1,256,Trig. 256                               ,1608.269531,0.005859,,,,,,,,,,,,,
1608275391,1,256,Trig. 256                               ,1608.275391,0.00586,,,,,,,,,,,,,
1608363281,1,256,Trig. 256                               ,1608.363281,0.08789,,,,,,,,,,,,,
1608449219,1,256,Trig. 256                               ,1608.449219,0.085938,,,,,,,,,,,,,
1608492188,1,2,Trig. 2                                 ,1608.492188,0.042969,,,2,,,,,,,,,,
1608623047,1,4096,Trig. 4096                              ,1608.623047,0.130859,,,,,,,,,,,,,
1608644531,1,4,Trig. 4                                 ,1608.644531,0.021484,,,4,,,,,,,,,,
1609335938,1,252,Trig. 252                               ,1609.335938,0.691407,,1,,,,,,,,,,,
1609357422,1,7,Trig. 7                                 ,1609.357422,0.021484,0.021484,,7,1,,,,,,,,,
1609453125,1,256,Trig. 256                               ,1609.453125,0.095703,,,,,,,,,,,,,
1609539063,1,256,Trig. 256                               ,1609.539063,0.085938,,,,,,,,,,,,,
